year,month,day,lon,lat,raintot,tmaxavg
1981,9,10,-118.632,34.2369,0.0,29.2958
1981,9,10,-119.631,36.3517,0.0,35.831
1981,9,10,-119.669,36.8118,0.0,36.0986
1981,9,10,-119.669,36.8147,0.0,36.0986
1981,9,10,-119.684,36.3183,0.0,35.7958
1981,9,10,-121.103,37.7424,0.0,33.0493
1981,9,10,-121.521,39.1274,7.0,33.7394
1981,9,10,-121.754,39.1634,5.0,33.7746
1981,9,10,-121.754,39.1634,5.0,33.7746
1981,9,10,-122.183,40.5552,27.0,35.4014
1981,9,10,-122.306,37.9219,3.0,24.331
1981,9,11,-119.305,36.2769,0.0,36.0845
1981,9,11,-119.448,36.3484,0.0,35.9296
1981,9,11,-120.492,37.1344,0.0,34.3239
1981,9,11,-120.656,36.9606,0.0,33.2958
1981,9,15,-121.781,38.6837,4.0,33.3803
1981,9,15,-122.049,38.0406,9.0,28.8662
1981,9,15,-122.07,37.9975,6.0,28.2042
1981,9,16,-121.68,39.2281,0.0,33.831
1981,9,17,-116.258,33.7756,0.0,41.4577
1981,9,17,-116.351,33.7335,0.0,40.8803
1981,9,17,-116.422,33.7761,0.0,40.5282
1981,9,17,-117.57,33.9479,0.0,32.5775
1981,9,17,-117.652,33.927,0.0,31.838
1981,9,17,-117.842,33.6264,0.0,25.5775
1981,9,17,-117.992,33.6814,0.0,25.4789
1981,9,17,-118.003,34.1135,0.0,32.2887
1981,9,17,-118.022,33.7364,0.0,26.3028
1981,9,17,-118.043,34.054,0.0,31.3873
1981,9,17,-118.067,34.0543,0.0,31.1549
1981,9,17,-118.094,33.7734,0.0,26.4014
1981,9,17,-118.279,33.9597,0.0,28.0211
1981,9,17,-118.422,33.9723,0.0,27.1127
1981,9,17,-118.494,34.19,0.0,29.5423
1981,9,17,-118.551,34.1905,0.0,29.2113
1981,9,17,-119.277,35.6092,0.0,35.8239
1981,9,17,-119.341,36.349,0.0,35.9014
1981,9,17,-119.593,36.5799,0.0,35.838
1981,9,17,-119.604,36.5829,0.0,35.8239
1981,9,17,-119.69,36.7439,0.0,35.8662
1981,9,17,-119.696,36.8673,0.0,35.9718
1981,9,17,-122.288,37.8978,3.0,24.1972
1981,9,17,-122.303,37.8981,3.0,24.0141
1981,9,17,-122.463,37.9907,3.0,24.5
1981,9,18,-121.207,38.1758,18.0,33.0563
1981,9,18,-121.269,38.0867,17.0,32.7746
1981,9,18,-121.478,38.6267,13.0,33.007
1981,9,18,-121.638,38.3864,10.0,32.3873
1981,9,18,-121.638,38.3864,10.0,32.3873
1981,9,19,-119.47,35.52,0.0,34.9577
1981,9,22,-118.045,34.0342,0.0,30.9296
1981,9,22,-118.594,34.1578,0.0,27.669
1981,9,22,-118.948,35.2008,0.0,36.0211
1981,9,22,-119.157,35.3612,0.0,35.6549
1981,9,22,-120.687,36.8902,0.0,32.5423
1981,9,22,-122.177,40.5511,6.0,35.2817
1981,9,22,-122.225,40.4544,6.0,35.4014
1981,9,22,-122.921,39.0232,0.0,31.1268
1981,9,23,-115.973,33.525,0.0,41.7746
1981,9,23,-116.027,33.5549,0.0,41.6338
1981,9,23,-116.031,33.5322,0.0,41.7606
1981,9,23,-117.661,33.5111,0.0,26.4859
1981,9,23,-118.277,34.1317,0.0,30.3169
1981,9,23,-119.454,35.1572,0.0,31.4437
1981,9,23,-120.492,37.1361,0.0,34.007
1981,9,23,-120.536,37.2853,0.0,33.838
1981,9,24,-117.611,34.1169,0.0,32.8169
1981,9,24,-119.125,35.3421,0.0,35.6408
1981,9,24,-119.453,36.7339,0.0,35.9859
1981,9,24,-119.726,36.8196,0.0,35.6056
1981,9,24,-119.726,36.8196,0.0,35.6056
1981,9,24,-119.838,36.5364,0.0,35.4014
1981,9,24,-119.887,36.8517,0.0,35.4507
1981,9,24,-119.887,36.8517,0.0,35.4507
1981,9,25,-119.11,35.16,0.0,34.8521
1981,9,25,-120.653,36.9578,0.0,33.0423
1981,9,25,-121.597,39.1424,2.0,33.6479
1981,9,25,-122.128,40.0969,0.0,35.338
1981,9,25,-122.231,37.4828,5.0,23.4225
1981,9,29,-119.279,35.9353,0.0,35.5845
1981,9,30,-119.476,36.5539,0.0,35.4437
1981,9,30,-121.573,39.3258,2.0,33.6901
1981,9,30,-121.597,39.1424,2.0,33.3873
1981,10,1,-118.213,33.9793,0.0,28.6479
1981,10,1,-118.22,33.9304,0.0,27.7676
1981,10,1,-118.342,33.8264,0.0,25.0
1981,10,1,-119.37,36.5747,0.0,35.669
1981,10,1,-119.49,35.7349,0.0,35.0211
1981,10,1,-119.603,36.5674,0.0,35.2183
1981,10,1,-119.625,35.7243,0.0,34.4577
1981,10,1,-120.984,37.7915,10.0,32.8028
1981,10,1,-121.194,38.7607,17.0,32.669
1981,10,1,-121.298,37.7757,11.0,32.338
1981,10,2,-120.687,36.8902,0.0,32.3803
1981,10,2,-121.001,37.2564,5.0,32.0282
1981,10,2,-121.485,37.9208,16.0,31.6408
1981,10,2,-121.629,39.1262,2.0,33.2254
1981,10,2,-121.884,38.0147,10.0,30.007
1981,10,6,-116.136,33.6348,0.0,41.0423
1981,10,6,-116.233,33.6081,0.0,40.8592
1981,10,6,-116.923,32.8603,0.0,31.7183
1981,10,6,-117.327,33.1806,0.0,26.7535
1981,10,6,-118.427,33.93,0.0,26.162
1981,10,6,-122.225,37.3786,6.0,23.5211
1981,10,7,-116.449,33.795,0.0,39.6056
1981,10,7,-122.29,40.3856,1.0,34.6901
1981,10,7,-122.365,40.5489,1.0,34.7113
1981,10,7,-122.379,40.5875,1.0,34.6901
1981,10,8,-117.356,34.1295,0.0,33.993
1981,10,8,-117.616,33.9683,0.0,31.8521
1981,10,8,-118.193,34.0244,0.0,29.3451
1981,10,8,-119.157,35.3612,0.0,34.9437
1981,10,8,-121.55,39.0856,3.0,32.8028
1981,10,8,-121.721,37.6533,13.0,29.4085
1981,10,8,-121.721,39.355,0.0,33.162
1981,10,8,-121.726,39.6478,1.0,33.8169
1981,10,8,-121.775,36.8019,20.0,24.1056
1981,10,8,-121.797,37.9939,11.0,30.1901
1981,10,8,-122.468,37.9971,3.0,25.2817
1981,10,8,-122.502,37.9428,-9999.0,-9999.0
1981,10,9,-119.216,36.3051,0.0,35.0563
1981,10,9,-119.401,36.6783,0.0,35.162
1981,10,13,-119.464,36.7367,0.0,34.7254
1981,10,13,-119.558,36.51,0.0,34.3451
1981,10,13,-119.723,36.7356,0.0,34.3169
1981,10,13,-122.268,38.1161,0.0,27.1408
1981,10,14,-119.653,36.7869,0.0,34.2042
1981,10,14,-119.724,36.7428,0.0,34.1127
1981,10,14,-119.822,36.7522,0.0,33.9577
1981,10,14,-121.679,37.9986,0.0,29.9437
1981,10,15,-116.078,33.5806,0.0,40.331
1981,10,15,-116.383,33.715,0.0,39.0
1981,10,15,-117.631,33.9972,0.0,31.1761
1981,10,15,-117.66,34.0758,0.0,31.3169
1981,10,15,-119.34,36.6141,0.0,34.4296
1981,10,15,-119.783,36.872,0.0,33.8873
1981,10,15,-119.793,36.3042,0.0,33.7887
1981,10,15,-120.319,36.504,0.0,32.1761
1981,10,15,-120.567,36.9091,0.0,31.9718
1981,10,15,-120.866,37.7653,0.0,31.662
1981,10,15,-121.04,37.8712,0.0,31.4789
1981,10,15,-121.712,38.6103,0.0,31.3028
1981,10,15,-121.724,38.7969,0.0,31.6056
1981,10,15,-121.771,38.5536,0.0,31.1268
1981,10,15,-121.945,37.3562,0.0,26.3451
1981,10,15,-122.92,39.0232,0.0,29.838
1981,10,20,-121.747,39.0611,0.0,31.0282
1981,10,21,-121.497,38.7288,0.0,30.4155
1981,10,21,-121.567,38.6479,0.0,30.3521
1981,10,22,-116.236,33.7356,0.0,38.5423
1981,10,22,-118.045,34.0342,0.0,29.0704
1981,10,22,-119.313,36.6294,0.0,33.0634
1981,10,22,-119.682,36.4294,0.0,32.4789
1981,10,22,-120.343,36.6815,0.0,31.3521
1981,10,22,-121.24,37.6658,0.0,30.0352
1981,10,22,-122.29,40.4614,0.0,32.1831
1981,10,22,-122.29,40.4614,0.0,32.1831
1981,10,28,-117.123,32.5692,0.0,22.8521
1981,10,28,-121.497,39.0833,0.0,30.007
1981,10,28,-121.534,38.8889,0.0,29.7465
1981,10,29,-116.476,33.9581,0.0,34.6479
1981,10,29,-118.083,33.8086,0.0,25.3662
1981,10,29,-118.101,33.9267,0.0,27.0423
1981,10,29,-118.284,34.1361,0.0,28.2183
1981,10,29,-118.289,33.7858,0.0,23.4225
1981,10,29,-118.497,34.2897,0.0,27.8028
1981,10,29,-118.511,34.0567,0.0,25.7535
1981,10,29,-119.024,37.0017,0.0,17.6338
1981,10,29,-119.029,35.5723,0.0,31.7042
1981,10,29,-122.553,38.03,0.0,24.6831
1981,10,30,-117.633,33.9378,0.0,29.5845
1981,11,4,-120.995,37.6133,0.0,29.1338
1981,11,4,-121.004,37.355,0.0,29.1338
1981,11,5,-119.907,36.8439,0.0,30.8662
1981,11,5,-121.393,38.5624,0.0,28.7324
1981,11,5,-122.145,38.0203,0.0,25.8451
1981,11,5,-122.166,37.4561,0.0,23.8169
1981,11,12,-121.326,38.0161,0.0,27.9718
1981,11,12,-121.421,38.2167,0.0,27.8944
1981,11,12,-121.573,39.4233,5.0,28.8239
1981,11,12,-121.667,39.2763,0.0,28.6197
1981,11,12,-122.202,39.5389,0.0,28.7676
1981,11,19,-119.147,35.4918,0.0,29.162
1981,11,24,-118.331,34.1717,0.0,26.9718
1981,11,24,-118.371,34.0066,0.0,25.338
1981,11,25,-118.065,33.9356,0.0,26.331
1981,11,25,-118.065,33.9356,0.0,26.331
1981,11,25,-121.721,39.355,0.0,26.162
1981,11,25,-121.856,37.6636,0.0,24.2958
1981,11,26,-121.725,36.8417,0.0,23.838
1981,12,3,-119.844,36.8194,0.0,26.0775
1981,12,10,-117.22,34.1434,0.0,26.4507
1981,12,10,-122.943,39.1659,2.0,21.0845
1981,12,17,-118.615,34.4867,0.0,22.9507
1981,12,23,-117.591,33.4096,0.0,22.4085
1981,12,23,-119.462,36.7245,0.0,20.8521
1981,12,23,-121.856,37.6636,1.0,19.0141
1981,12,23,-121.97,37.8383,4.0,18.6831
1981,12,23,-122.088,37.5846,-9999.0,-9999.0
1981,12,23,-122.381,38.2189,6.0,19.9789
1981,12,24,-118.231,34.0864,0.0,24.2746
1981,12,24,-118.255,34.1131,0.0,24.2394
1981,12,26,-121.301,38.1539,1.0,19.0563
